Order ID,Customer ID,Product Category,Product Name,Order Date,Price,Quantity,City,Country,Revenue
100073,1403,Toys,Product 73,2023-09-28 00:00:00.000000,77.75019009621062,8.0,London,UK,622.0015207696849
100074,1168,Books,Product 74,2023-12-09 00:00:00.000000,43.25078224753265,2.0,Moscow,Germany,86.5015644950653
100075,1119,Books,Product 75,2023-06-13 00:00:00.000000,286.3181133616152,5.0,Sydney,India,1431.590566808076
100076,1278,Clothing,Product 76,2023-03-10 00:00:00.000000,437.4540444975589,3.0,Tokyo,,1312.3621334926768
100077,1052,Clothing,Product 77,2023-01-26 00:00:00.000000,24685.86384196432,5.0,Moscow,USA,123429.31920982161
100078,1289,Books,Product 78,2023-04-09 00:00:00.000000,174.61668262578,7.0,Toronto,Japan,1222.31677838046
100079,1158,Sports & Outdoors,Product 79,2023-12-26 00:00:00.000000,201.30602322624748,4.0,Berlin,Germany,805.2240929049899
100080,1444,Toys,Product 80,2023-07-02 00:00:00.000000,,5.0,London,UK,
100081,1108,Sports & Outdoors,Product 81,2023-10-10 00:00:00.000000,359.4528336652569,4.0,Berlin,,1437.8113346610276
100082,1148,Clothing,Product 82,2023-06-05 00:00:00.000000,181.12410375426853,3.0,New York,Russia,543.3723112628056
100083,1003,Beauty,Product 83,2023-12-19 00:00:00.000000,224.92569106081302,3.0,Tokyo,UK,674.777073182439
100084,1382,Toys,Product 84,2023-11-25 00:00:00.000000,289.8440421638019,1.0,São Paulo,Canada,289.8440421638019
100085,1222,Books,Product 85,2023-06-06 00:00:00.000000,79.02670161452164,8.0,Toronto,India,632.2136129161731
100086,1088,Electronics,Product 86,2023-04-16 00:00:00.000000,17.317244943007672,3.0,Berlin,Germany,51.95173482902302
100087,1303,Electronics,Product 87,2023-10-05 00:00:00.000000,390.69453254385434,3.0,Tokyo,Canada,1172.083597631563
100088,1021,Electronics,Product 88,2023-09-03 00:00:00.000000,352.1012980425054,4.0,Berlin,Canada,1408.4051921700216
100089,1025,Clothing,Product 89,2023-01-22 00:00:00.000000,431.6292945665354,1.0,Mumbai,USA,431.6292945665354
100090,1084,Beauty,Product 90,2023-06-09 00:00:00.000000,36.200189542918515,6.0,London,Russia,217.2011372575111
100091,1266,Electronics,Product 91,2023-06-20 00:00:00.000000,344.3519288710366,5.0,New York,UK,1721.759644355183
100092,1066,Books,Product 92,2023-05-26 00:00:00.000000,230.86555549625317,6.0,Berlin,USA,1385.193332977519
100093,1058,Electronics,Product 9p,2023-09-19 00:00:00.000000,425.194911048763,3.0,Berlin,Russia,1275.584733146289
100094,1246,Toys,Product 94,2023-02-09 00:00:00.000000,231.30664116356104,7.0,Toronto,Japan,1619.1464881449274
100095,1372,Electronics,Product 95,2023-11-30 00:00:00.000000,315.8236452673644,1.0,London,Australia,315.8236452673644
100096,1000,Beauty,Proruct 96,2023-03-27 00:00:00.000000,443.3442253066354,5.0,Mumbai,Canada,2216.721126533177
100097,1121,Sports & Outdoors,Product 97,2023-01-05 00:00:00.000000,449.2340428618675,3.0,New York,India,1347.7021285856026
100098,1361,Clothing,Product 98,2023-06-12 00:00:00.000000,403.57619082469586,7.0,Moscow,India,2825.033335772871
100099,1001,Sports & Outdoors,Pwoduct 99,2023-10-02 00:00:00.000000,,9.0,London,Australia,
100100,1275,Sports & Outdoors,Product 100,2023-04-09 00:00:00.000000,73.38143334325957,1.0,Toronto,USA,73.38143334325957
100101,1259,Books,Product 101,2023-07-23 00:00:00.000000,400.37098705250776,2.0,New York,UK,800.7419741050155
100102,1338,Sports & Outdoors,Product 102,2023-04-27 00:00:00.000000,44.79402854392217,9.0,New York,France,403.14625689529953
100103,1455,Beauty,Product 103,2023-12-16 00:00:00.000000,369.31755311887423,9.0,London,India,3323.8579780698683
100104,1187,Books,Product 104,2023-06-27 00:00:00.000000,117.4069095521088,3.0,Mumbai,Canada,352.2207286563264
100105,1444,Home & Kitchen,Product 105,2023-10-29 00:00:00.000000,30260.23360316011,,Berlin,Australia,
100106,1084,Books,Product 106,2023-09-26 00:00:00.000000,177.13995095104923,5.0,São Paulo,UK,885.6997547552462
100107,1081,Home & Kitchen,Product 107,2023-08-03 00:00:00.000000,453.55601496933787,5.0,São Paulo,Australia,2267.7800748466893
100108,1031,Electronics,Product 108,2023-06-10 00:00:00.000000,398.1456577332181,5.0,São Paulo,India,1990.7282886660905
100109,1195,Toys,Product 109,2023-02-15 00:00:00.000000,25.75181356365381,2.0,Sydney,Russia,51.50362712730762
100110,1119,Toys,Product 110,2023-02-27 00:00:00.000000,397.83961207303946,7.0,Paris,UK,2784.8772845112762
100111,1111,Clothing,Product 111,2023-09-26 00:00:00.000000,88.14975502346185,8.0,London,Germany,705.1980401876948
100112,1235,Sports & Outdoors,Product 112,2023-11-22 00:00:00.000000,123.10857418940343,1.0,Sydney,,123.10857418940343
100113,1193,Toys,Product 113,2023-01-29 00:00:00.000000,484.77218877782207,9.0,Sydney,,4362.949699000399
100114,1435,Beauty,Product 114,2023-05-28 00:00:00.000000,32.89029939994961,5.0,São Paulo,Russia,164.45149699974806
100115,1051,Books,Product 115,2023-07-30 00:00:00.000000,384.5011437446845,7.0,Moscow,Brazil,2691.5080062127913
100116,1098,Clothing,Product 116,2023-07-11 00:00:00.000000,31.064210462887743,1.0,Paris,Australia,31.064210462887743
100117,1267,Books,Product 117,2023-04-14 00:00:00.000000,340.8791291177749,6.0,London,Russia,2045.2747747066492
100118,1373,Toys,Product 118,2023-07-16 00:00:00.000000,225.95659707645686,6.0,Toronto,India,1355.739582458741
100119,1198,Beauty,Product 119,2023-03-02 00:00:00.000000,15.972786864309278,5.0,Moscow,Canada,79.8639343215464
100120,1122,Electronics,Product 120,2023-08-15 00:00:00.000000,75.64982565964254,1.0,,Australia,75.64982565964254
100121,1096,Sports & Outdoors,Product 121,2023-12-05 00:00:00.000000,325.91781365835004,1.0,São Paulo,UK,325.91781365835004
100122,1391,Home & Kitchen,Product 122,2023-10-02 00:00:00.000000,284.42566505817564,4.0,Berlin,Brazil,1137.7026602327026
100123,1168,Sports & Outdoors,Product 123,2024-09-16 00:16:54.592830,157.0871890001848,9.0,Moscow,Japan,1413.784701001663
100124,1453,Books,Product 124,2023-01-12 00:00:00.000000,460.289086186811,5.0,Moscow,USA,2301.445430934055
100125,1063,Home & Kitchen,Product 125,2023-07-23 00:00:00.000000,117.76427986768344,3.0,London,UK,353.2928396030503
100126,1049,Beauty,Product 126,2023-06-09 00:00:00.000000,278.24290304891167,9.0,Tokyo,Russia,2504.186127440205
100127,1489,Books,Product 127,2023-10-08 00:00:00.000000,233.14994438909417,4.0,Mumbai,UK,932.5997775563767
100128,1201,Sports & Outdoors,Product 128,2023-05-13 00:00:00.000000,157.81026729009113,6.0,New York,UK,946.8616037405468
100129,1345,Toys,Product 129,2023-12-29 00:00:00.000000,376.3344504121811,6.0,Berlin,India,2258.006702473087
100130,1177,Home & Kitchen,Product 130,2023-06-14 00:00:00.000000,219.31677177124794,2.0,Moscow,UK,438.6335435424959
100131,1236,Sports & Outdoors,Prfduct 131,2023-10-11 00:00:00.000000,183.76640652046956,6.0,New York,Australia,1102.5984391228174
100132,1464,Toys,Product 132,2023-05-07 00:00:00.000000,,6.0,Berlin,Germany,
100133,1365,Sports & Outdoors,Product 133,2023-01-14 00:00:00.000000,350.934998264595,7.0,Toronto,USA,2456.544987852165
100134,1189,Beauty,Product 134,2023-08-27 00:00:00.000000,104.08519256172718,7.0,Paris,Germany,728.5963479320903
100135,1388,Toys,Product 135,2023-01-05 00:00:00.000000,477.8418534745435,2.0,São Paulo,Australia,955.683706949087
100136,1301,Electronics,Product 136,2023-03-31 00:00:00.000000,113.44314209739453,8.0,Paris,Germany,907.5451367791562
100137,1144,Beauty,Product 137,2023-10-15 00:00:00.000000,48.94190094230429,8.0,Mumbai,USA,391.5352075384343
100138,1023,Clothing,Product 138,2023-03-27 00:00:00.000000,,4.0,Berlin,Australia,
100139,1286,Electronics,Product 139,2023-02-04 00:00:00.000000,82.60347363867238,6.0,São Paulo,Russia,495.62084183203433
100140,1345,Home & Kitchen,Product 140,2023-11-07 00:00:00.000000,495.6218899708232,7.0,São Paulo,Australia,3469.353229795762
100141,1042,Beauty,Product 141,2023-03-07 00:00:00.000000,342.60830299477067,5.0,São Paulo,Australia,1713.0415149738533
100142,1212,Toys,Product 142,2023-07-05 00:00:00.000000,47.777244460009435,9.0,Mumbai,Brazil,429.99520014008493
100143,1151,Beauty,Product 143,2023-11-27 00:00:00.000000,126.95939189324193,9.0,Berlin,Russia,1142.6345270391773
100144,1319,Sports & Outdoors,Product 144,2023-11-06 00:00:00.000000,432.31888999235537,5.0,Paris,Canada,2161.5944499617767
100145,1033,Books,Product 145,2023-07-28 00:00:00.000000,73.70261172587011,6.0,Sydney,France,442.2156703552207
100146,1162,Beauty,Product 146,2023-08-18 00:00:00.000000,252.0912859762924,1.0,Paris,,252.0912859762924
100147,1202,Beauty,Product 147,2023-06-19 00:00:00.000000,396.92439538387964,6.0,Sydney,Russia,2381.546372303278
100148,1466,Sports & Outdoors,Product 148,2023-06-14 00:00:00.000000,255.8202717588596,7.0,Tokyo,USA,1790.7419023120171
100149,1269,Toys,Product 149,2023-10-07 00:00:00.000000,201.70518435250932,5.0,London,Australia,1008.5259217625467
100150,1393,Sports & Outdoors,Product 150,2023-09-16 00:00:00.000000,163.72522637219447,8.0,Paris,Germany,1309.8018109775558
100151,1060,Clothing,Product 151,2023-04-10 00:00:00.000000,,3.0,Toronto,Australia,
100152,1044,Home & Kitchen,Product 152,2023-05-04 00:00:00.000000,135.64479225038912,2.0,Mumbai,USA,271.28958450077823
100153,1271,Beauty,Product 153,2023-04-10 00:00:00.000000,402.3713102311298,2.0,,India,804.7426204622597
100154,1436,Sports & Outdoors,Product 154,2023-09-26 00:00:00.000000,121.22418765946396,9.0,London,Russia,1091.0176889351758
100155,1441,Electronics,Product 155,2023-07-21 00:00:00.000000,87.49052433074677,1.0,Tokyo,France,87.49052433074677
100156,1177,Electronics,Product 156,2023-10-11 00:00:00.000000,404.4900528298812,9.0,London,Germany,3640.410475468931
100157,1447,Home & Kitchen,Product 157,2023-08-24 00:00:00.000000,425.8852464217178,1.0,São Paulo,Brazil,425.8852464217178
100158,1294,Beauty,Product 158,2023-08-28 00:00:00.000000,368.6339364648972,1.0,Tokyo,France,368.6339364648972
100159,1006,Beauty,Product 159,2023-02-19 00:00:00.000000,499.118137749213,4.0,Tokyo,Russia,1996.472550996852
100160,1027,Sports & Outdoors,Product 160,2023-06-02 00:00:00.000000,255.74108525533168,,Mumbai,Canada,
100161,1480,Home & Kitchen,Product 161,2023-12-06 00:00:00.000000,,3.0,,USA,
100162,1271,Toys,Product 162,2023-02-01 00:00:00.000000,211.67311176587984,2.0,Sydney,Japan,423.3462235317597
100163,1328,Sports & Outdoors,Product 163,2023-10-31 00:00:00.000000,140.32304610672895,1.0,Moscow,Russia,140.32304610672895
100164,1050,Electronics,Product 164,2023-03-03 00:00:00.000000,441.1251966197692,3.0,São Paulo,Australia,1323.3755898593076
100165,1024,Toys,Product 165,2023-09-06 00:00:00.000000,465.3514700636034,6.0,Paris,India,2792.1088203816207
100166,1266,Books,Product 166,2023-04-09 00:00:00.000000,471.88471767026937,3.0,New York,France,1415.6541530108082
100167,1192,Toys,Product 167,2023-09-16 00:00:00.000000,98.18056014306543,,São Paulo,Australia,
100168,1250,Sports & Outdoors,Product 168,2023-04-03 00:00:00.000000,22.722840424970595,7.0,Mumbai,Brazil,159.05988297479416
100169,1279,Books,Product 169,2023-06-05 00:00:00.000000,122.2831942603339,2.0,Berlin,Russia,244.5663885206678
100170,1423,Beauty,Product 170,2023-02-19 00:00:00.000000,250.7283494004895,3.0,,USA,752.1850482014685
100171,1461,Home & Kitchen,Product 171,2023-10-22 00:00:00.000000,241.5931840815179,3.0,London,Brazil,724.7795522445538
100172,1453,Toys,Product 172,2023-09-22 00:00:00.000000,243.61136273910228,1.0,Moscow,USA,243.61136273910228
100173,1180,Sports & Outdoors,Product 173,2023-09-29 00:00:00.000000,373.55682921846244,4.0,Berlin,USA,1494.2273168738498
100174,1116,Beauty,Pnoduct 174,2023-05-03 00:00:00.000000,397.54478294451786,3.0,New York,India,1192.6343488335535
100175,1150,Beauty,Product 175,2023-08-30 00:00:00.000000,71.03204492319797,2.0,Berlin,India,142.06408984639594
100176,1376,Clothing,Product 176,2023-08-27 00:00:00.000000,151.5958483497579,9.0,Mumbai,France,1364.362635147821
100177,1282,Sports & Outdoors,Product 177,2023-03-09 00:00:00.000000,277.06585502568424,,Berlin,UK,
100178,1013,Electronics,Product 178,2023-04-07 00:00:00.000000,64.80780082378382,4.0,London,Russia,259.2312032951353
100179,1215,Sports & Outdoors,Product 179,2023-10-16 00:00:00.000000,340.8747622931556,7.0,London,Canada,2386.123336052089
100180,1067,Home & Kitchen,Product 180,2023-03-01 00:00:00.000000,353.2928477759026,10.59,Tokyo,Brazil,3741.3712579468083
100181,1202,Electronics,Product 181,2023-10-20 00:00:00.000000,178.3784464627288,9.0,Toronto,Canada,1605.406018164559
100182,1142,Toys,Product 182,2023-02-12 00:00:00.000000,161.21949530097018,7.0,Paris,Brazil,1128.5364671067912
100183,1034,Beauty,Product 183,2023-01-16 00:00:00.000000,322.5125430853838,9.0,New York,Brazil,2902.612887768454
100184,1466,Home & Kitchen,Product 184,2023-09-07 00:00:00.000000,279.4981307879751,9.0,São Paulo,India,2515.483177091776
100185,1289,Toys,Product 185,2023-01-12 00:00:00.000000,155.0913738393104,9.0,New York,Japan,1395.8223645537935
100186,1280,Sports & Outdoors,Product 186,2023-10-26 00:00:00.000000,377.1498214156855,7.0,London,,2640.0487499097985
100187,1045,Sports & Outdoors,Product 187,2023-04-23 00:00:00.000000,360.84384360574506,3.0,Sydney,UK,1082.5315308172353
100188,1273,Sports & Outdoors,Product 188,2023-09-21 00:00:00.000000,366.0070823669118,1.0,,Brazil,366.0070823669118
100189,1116,Home & Kitchen,Product 189,2023-09-23 00:00:00.000000,85.42434873711052,3.0,Moscow,Germany,256.2730462113316
100190,1185,Books,Product 190,2023-05-20 00:00:00.000000,418.5047119422591,5.0,London,France,2092.5235597112955
100191,1283,Clothing,Product 191,2023-02-08 00:00:00.000000,162.93888632368814,7.0,São Paulo,Canada,1140.572204265817
100192,1157,Clothing,Product 192,2023-08-15 00:00:00.000000,186.97682532063098,6.0,Sydney,Canada,1121.860951923786
100193,1219,Sports & Outdoors,Product 193,2023-04-07 00:00:00.000000,230.22895382405375,1.0,London,Russia,230.22895382405375
100194,1277,Beauty,Product 194,2023-06-10 00:00:00.000000,225.9095759131974,5.0,Toronto,Canada,1129.547879565987
100195,1361,Beauty,Product 195,2023-11-09 00:00:00.000000,481.7804248145862,3.0,São Paulo,USA,1445.3412744437585
100196,1167,Home & Kitchen,Product 196,2023-02-27 00:00:00.000000,11.512933038680547,8.0,Toronto,,92.10346430944438
100197,1334,Clothing,Product 197,2023-07-16 00:00:00.000000,430.93993177757903,2.0,Tokyo,France,861.8798635551581
100198,1388,Sports & Outdoors,Product 198,2023-10-15 00:00:00.000000,481.7435899062634,8.0,Tokyo,Australia,3853.9487192501074
100199,1357,Home & Kitchen,Product 199,2023-03-04 00:00:00.000000,494.05626643293914,1.0,Moscow,,494.05626643293914
100200,1352,Electronics,Product 200,2023-01-19 00:00:00.000000,200.09373214796636,3.0,London,Germany,600.281196443899
100201,1289,Books,Product 201,2023-08-08 00:00:00.000000,142.02328121358204,4.0,Paris,Australia,568.0931248543282
100202,1244,Toys,Product 202,2023-09-04 00:00:00.000000,237.59816394412775,4.0,Paris,Japan,950.392655776511
100203,1092,Toys,Product 203,2023-03-12 00:00:00.000000,312.72356208111364,7.0,Sydney,Japan,2189.0649345677957
100204,1419,Sports & Outdoors,Product 204,2023-11-29 00:00:00.000000,122.35338688808336,7.0,Berlin,India,856.4737082165835
100205,1436,Electronics,Product 205,2023-06-17 00:00:00.000000,270.6149989556504,9.0,Berlin,Australia,2435.5349906008532
100206,1049,Toys,Ppoduct 206,2023-01-08 00:00:00.000000,199.9596205679395,5.0,,,999.7981028396975
100207,1298,Toys,Product 207,2023-10-04 00:00:00.000000,79.43952310824606,,Moscow,Australia,
100208,1448,Electronics,Product 208,2023-02-02 00:00:00.000000,89.45491259401,,Berlin,Russia,
100209,1339,Toys,Product 209,2023-06-13 00:00:00.000000,237.26644828522942,5.0,Berlin,France,1186.332241426147
100210,1309,Beauty,Product 210,2023-07-30 00:00:00.000000,38146.316729649865,8.0,Toronto,Australia,305170.5338371989
100211,1096,Books,Product 211,2023-01-07 00:00:00.000000,163.70612784820284,7.0,Sydney,,1145.9428949374199
100212,1361,Beauty,Product 212,2023-05-08 00:00:00.000000,286.6908325895043,8.0,Berlin,Australia,2293.5266607160343
100213,1203,Beauty,Product 213,2023-08-08 00:00:00.000000,127.1882687453726,2.0,New York,USA,254.3765374907452
100214,1451,Clothing,Product 214,2023-12-22 00:00:00.000000,222.72693039028744,2.0,New York,Japan,445.45386078057487
100215,1109,Beauty,Product 215,2023-11-24 00:00:00.000000,362.6650514261674,3.0,New York,Germany,1087.9951542785022
100216,1047,Books,Product 216,2023-05-19 00:00:00.000000,464.03021225701355,8.0,Mumbai,USA,3712.2416980561084
100217,1331,Beauty,Product 217,2023-05-23 00:00:00.000000,128.10509987634293,7.0,London,Brazil,896.7356991344005
100218,1163,Books,Product 218,2023-08-05 00:00:00.000000,345.33454573161885,7.0,Paris,Brazil,2417.3418201213317
100219,1209,Beauty,Product 219,2023-02-12 00:00:00.000000,163.8524136214593,8.0,Berlin,Japan,1310.8193089716744
100220,1106,Electronics,Product 220,2023-08-08 00:00:00.000000,,1.0,Berlin,India,
100221,1276,Toys,Product 221,2023-07-04 00:00:00.000000,184.72521284549418,3.0,Sydney,Canada,554.1756385364826
100222,1131,Clothing,Product 222,2023-04-08 00:00:00.000000,442.82819361371793,5.0,Tokyo,Germany,2214.1409680685897
100223,1156,Sports & Outdoors,Product 223,2023-06-18 00:00:00.000000,244.95304334994944,6.0,Toronto,Germany,1469.7182600996966
100224,1054,Electronics,Product 224,2023-05-20 00:00:00.000000,71.08010087105403,6.0,New York,France,426.4806052263242
100225,1349,Toys,Product 225,2023-02-28 00:00:00.000000,467.01648240255423,9.0,Sydney,Brazil,4203.1483416229885
100226,1246,Toys,Product 226,2023-05-20 00:00:00.000000,312.88862985665975,8.0,Toronto,Brazil,2503.109038853278
100227,1172,Beauty,Product 227,2023-02-24 00:00:00.000000,59.69099012243732,6.0,Berlin,Canada,358.14594073462393
100228,1222,Sports & Outdoors,Product 228,2023-11-24 00:00:00.000000,158.11704454265868,8.0,Tokyo,USA,1264.9363563412694
100229,1007,Books,Product 229,2023-04-27 00:00:00.000000,201.39928550647633,5.0,London,Brazil,1006.9964275323816
100230,1149,Clothing,Product 230,2023-01-28 00:00:00.000000,273.8274234480034,4.0,Sydney,Australia,1095.3096937920136
100231,1452,Books,Product 231,2023-03-19 00:00:00.000000,,5.0,São Paulo,USA,
100232,1003,Books,Product 232,2023-10-27 00:00:00.000000,306.87955055433065,4.0,Berlin,Australia,1227.5182022173226
